id,accession_number,title,artist,date,medium,department,culture,type,api_description,did_you_know,image_url,url,scraped_description,mood,subject,style_period,text_for_embedding,embedding_index
149956,1980.187,"""Seventh Month"" from the Odes of Bin",Unknown,1200s,Handscroll; ink and color on silk,Chinese Art,"China, Southern Song dynasty (1127-1279)",Painting,"According to Confucian thought, the ruler looks after the well-being of his people which involves agricultural activities. <em>Seventh Month</em> from the ancient <em>Odes of Bin </em>in the <em>Shijing</em> (Book of Poetry) describes occupations throughout the year, including plowing, harvesting, hunting, making clothes, and observing rituals. <br><br>The earliest illustrations of these <em>Odes </em>accompanied by text were commissioned by Southern Song emperor Gaozong (reigned 1127–1162). As the lower Yangzi delta had become the new seat of government, Gaozong had sets of these illustrations produced by court artists to revive the dynasty and convince the Confucian officialelite of his legitimacy to rule.","The <em>Odes of Bin </em>appears in the classic <em>Shijing </em>(Book of Poetry), an anthology of more than 300 poems, folk songs, and ceremonial hymns that were originally chanted to music.",https://openaccess-cdn.clevelandart.org/1980.187/1980.187_web.jpg,https://clevelandart.org/art/1980.187,"According to Confucian thought, the ruler looks after the well-being of his people which involves agricultural activities. <em>Seventh Month</em> from the ancient <em>Odes of Bin </em>in the <em>Shijing</em> (Book of Poetry) describes occupations throughout the year, including plowing, harvesting, hunting, making clothes, and observing rituals. <br><br>The earliest illustrations of these <em>Odes </em>accompanied by text were commissioned by Southern Song emperor Gaozong (reigned 1127–1162). As the lower Yangzi delta had become the new seat of government, Gaozong had sets of these illustrations produced by court artists to revive the dynasty and convince the Confucian officialelite of his legitimacy to rule.",,,,"""Seventh Month"" from the Odes of Bin. Handscroll; ink and color on silk. China, Southern Song dynasty (1127-1279). Painting. According to Confucian thought, the ruler looks after the well-being of his people which involves agricultural activities. <em>Seventh Month</em> from the ancient <em>Odes of Bin </em>in the <em>Shijing</em> (Book of Poetry) describes occupations throughout the year, including plowing, harvesting, hunting, making clothes, and observing rituals. <br><br>The earliest illustrations of these <em>Odes </em>accompanied by text were commissioned by Southern Song emperor Gaozong (reigned 1127–1162). As the lower Yangzi delta had become the new seat of government, Gaozong had sets of these illustrations produced by court artists to revive the dynasty and convince the Confucian officialelite of his legitimacy to rule.. The <em>Odes of Bin </em>appears in the classic <em>Shijing </em>(Book of Poetry), an anthology of more than 300 poems, folk songs, and ceremonial hymns that were originally chanted to music.",642
153618,1987.146,Portraits of Two Lineage Masters of the Kagyu Order: Phagmo Drupa (1110–1170) and Tashipel (1142–1210),Unknown,c. 1236–1310,Gum tempera on sized cotton,Indian and Southeast Asian Art,Central Tibet,Painting,"High-level leaders of Buddhist monastic institutions were frequent portrait subjects of early <em>thangka </em>painting (devotional cloth scrolls) in Central Tibet. The lama (Tibetan monk) on the right founded Taklung Monastery in Lhasa, the capital of Tibet, which became an important institutional center of the Kagyu order. He is shown in discourse with his predecessor, whose teacher Gampopa (1079–1153), in turn, is the tiny gray-haired lama centered above them, between the colorful stylized mountain ranges.<br><br>Their halos, lotus pedestal, and thrones with spitting elephant-trunked crocodiles and rearing griffins elevate them to the level of Buddhas and bodhisattvas. Despite their deification, they are still depicted with individualized facial features.",The Five Cosmic Buddhas in their six-armed forms are aligned at the top.,https://openaccess-cdn.clevelandart.org/1987.146/1987.146_web.jpg,https://clevelandart.org/art/1987.146,"High-level leaders of Buddhist monastic institutions were frequent portrait subjects of early <em>thangka </em>painting (devotional cloth scrolls) in Central Tibet. The lama (Tibetan monk) on the right founded Taklung Monastery in Lhasa, the capital of Tibet, which became an important institutional center of the Kagyu order. He is shown in discourse with his predecessor, whose teacher Gampopa (1079–1153), in turn, is the tiny gray-haired lama centered above them, between the colorful stylized mountain ranges.<br><br>Their halos, lotus pedestal, and thrones with spitting elephant-trunked crocodiles and rearing griffins elevate them to the level of Buddhas and bodhisattvas. Despite their deification, they are still depicted with individualized facial features.",spiritual,portrait,non-western,"Portraits of Two Lineage Masters of the Kagyu Order: Phagmo Drupa (1110–1170) and Tashipel (1142–1210). Gum tempera on sized cotton. Central Tibet. Painting. High-level leaders of Buddhist monastic institutions were frequent portrait subjects of early <em>thangka </em>painting (devotional cloth scrolls) in Central Tibet. The lama (Tibetan monk) on the right founded Taklung Monastery in Lhasa, the capital of Tibet, which became an important institutional center of the Kagyu order. He is shown in discourse with his predecessor, whose teacher Gampopa (1079–1153), in turn, is the tiny gray-haired lama centered above them, between the colorful stylized mountain ranges.<br><br>Their halos, lotus pedestal, and thrones with spitting elephant-trunked crocodiles and rearing griffins elevate them to the level of Buddhas and bodhisattvas. Despite their deification, they are still depicted with individualized facial features.. The Five Cosmic Buddhas in their six-armed forms are aligned at the top.. mood: spiritual. subject: portrait. style: non-western",643
129804,1952.235.3,The Angels Appearing to Abraham,"Francesco Guardi (Italian, 1712–1793)",1750s,oil on canvas,European Painting and Sculpture,"Italy, 18th century",Painting,"After their initial meeting, Abraham graciously offered to feed the angels and wash their feet. Following the meal, they announce that his wife Sarah, long past child-bearing age, will soon have a son, fulfilling a promise God had made earlier to Abraham. The artist presents the moment of revelation, the angels resplendent in their pastel gowns and feathery wings, with Sarah learning the news while hiding behind their cottage door.",,https://openaccess-cdn.clevelandart.org/1952.235.3/1952.235.3_web.jpg,https://clevelandart.org/art/1952.235.3,"After their initial meeting, Abraham graciously offered to feed the angels and wash their feet. Following the meal, they announce that his wife Sarah, long past child-bearing age, will soon have a son, fulfilling a promise God had made earlier to Abraham. The artist presents the moment of revelation, the angels resplendent in their pastel gowns and feathery wings, with Sarah learning the news while hiding behind their cottage door.",,,,"The Angels Appearing to Abraham. by Francesco Guardi (Italian, 1712–1793). oil on canvas. Italy, 18th century. Painting. After their initial meeting, Abraham graciously offered to feed the angels and wash their feet. Following the meal, they announce that his wife Sarah, long past child-bearing age, will soon have a son, fulfilling a promise God had made earlier to Abraham. The artist presents the moment of revelation, the angels resplendent in their pastel gowns and feathery wings, with Sarah learning the news while hiding behind their cottage door.",644
142311,1966.14,Portrait of Infante Don Luis de Borbon,"Anton Raphael Mengs (German, 1728–1779)",c. 1776,oil on canvas,European Painting and Sculpture,"Germany, 18th century",Painting,"As a younger child of King Philip V of Spain, Don Luis received important religious posts, including Archbishop of Toledo and Seville. However, his philandering led to losing these titles and banishment from the court, while he became a crucial avant-garde art patron, especially of Goya. The encrustations of medals and cacophonous fabrics speak to Mengs's experiments in representing status, privilege, and royal honors in the age of Enlightenment, when rational skepticism began to confront absolutist, hereditary power.",,https://openaccess-cdn.clevelandart.org/1966.14/1966.14_web.jpg,https://clevelandart.org/art/1966.14,"As a younger child of King Philip V of Spain, Don Luis received important religious posts, including Archbishop of Toledo and Seville. However, his philandering led to losing these titles and banishment from the court, while he became a crucial avant-garde art patron, especially of Goya. The encrustations of medals and cacophonous fabrics speak to Mengs's experiments in representing status, privilege, and royal honors in the age of Enlightenment, when rational skepticism began to confront absolutist, hereditary power.",,,,"Portrait of Infante Don Luis de Borbon. by Anton Raphael Mengs (German, 1728–1779). oil on canvas. Germany, 18th century. Painting. As a younger child of King Philip V of Spain, Don Luis received important religious posts, including Archbishop of Toledo and Seville. However, his philandering led to losing these titles and banishment from the court, while he became a crucial avant-garde art patron, especially of Goya. The encrustations of medals and cacophonous fabrics speak to Mengs's experiments in representing status, privilege, and royal honors in the age of Enlightenment, when rational skepticism began to confront absolutist, hereditary power.",645
142642,1966.367,Spring Landscape,"Kuncan (Chinese, 1612–c. 1673)",1666,double album leaf mounted as a handscroll; ink and color on paper,Chinese Art,"China, Qing dynasty (1644–1911)",Painting,"One of the acclaimed ""Four Monks"" (the other three being Zhu Da, Daoji, and Hongren), Kuncan was known for the rough and rustic style of his landscape paintings. This painting was once part of a large album, painted at the request of his friend Cheng Zhengkui (active 1630–74), with whom he shared a common interest in painting and poetry. The inscription contains a poem, which reads: <em>Wandering through mountains and oblivious of time, We met in casual shoes (and attires). The wind and dew drops harbor a chilling emptiness. Only with patience and silence can the Chan inspiration come. . . . </em>","This spring scene was once accompanied by album leaves of summer (now in the Museum für Asiatiche Kunst, Berlin) and autumn and winter (now in the British Museum).",https://openaccess-cdn.clevelandart.org/1966.367/1966.367_web.jpg,https://clevelandart.org/art/1966.367,"One of the acclaimed ""Four Monks"" (the other three being Zhu Da, Daoji, and Hongren), Kuncan was known for the rough and rustic style of his landscape paintings. This painting was once part of a large album, painted at the request of his friend Cheng Zhengkui (active 1630–74), with whom he shared a common interest in painting and poetry. The inscription contains a poem, which reads: <em>Wandering through mountains and oblivious of time, We met in casual shoes (and attires). The wind and dew drops harbor a chilling emptiness. Only with patience and silence can the Chan inspiration come. . . . </em>",,,,"Spring Landscape. by Kuncan (Chinese, 1612–c. 1673). double album leaf mounted as a handscroll; ink and color on paper. China, Qing dynasty (1644–1911). Painting. One of the acclaimed ""Four Monks"" (the other three being Zhu Da, Daoji, and Hongren), Kuncan was known for the rough and rustic style of his landscape paintings. This painting was once part of a large album, painted at the request of his friend Cheng Zhengkui (active 1630–74), with whom he shared a common interest in painting and poetry. The inscription contains a poem, which reads: <em>Wandering through mountains and oblivious of time, We met in casual shoes (and attires). The wind and dew drops harbor a chilling emptiness. Only with patience and silence can the Chan inspiration come. . . . </em>. This spring scene was once accompanied by album leaves of summer (now in the Museum für Asiatiche Kunst, Berlin) and autumn and winter (now in the British Museum).",646
143195,1967.16,An Elderly Man in Prayer,"Rembrandt van Rijn (Dutch, 1606–1669)",1660s or later,oil on canvas,European Painting and Sculpture,Netherlands,Painting,"Toward the end of his life, Rembrandt explored religious themes from an intimate perspective, producing a number of works for a possible Apostle series. The personal religiosity of <em>An Elderly Man in Prayer</em>, formerly attributed to Rembrandt, bears resemblance to such late works. Seated with eyes nearly closed and hands clasped in prayer over a large book, the figure appears still and introspective. While the dramatic lighting and dark color palette are reminiscent of Rembrandt's late works, this painting, formerly attributed to the artist, has since been assigned to a follower or a later eighteenth-century imitator of Rembrandt's style for reasons associated with the broad, flat brushwork of the garment, the poor handling of shadow on the hands, and the uniform treatment of the hair.",,https://openaccess-cdn.clevelandart.org/1967.16/1967.16_web.jpg,https://clevelandart.org/art/1967.16,"Toward the end of his life, Rembrandt explored religious themes from an intimate perspective, producing a number of works for a possible Apostle series. The personal religiosity of <em>An Elderly Man in Prayer</em>, formerly attributed to Rembrandt, bears resemblance to such late works. Seated with eyes nearly closed and hands clasped in prayer over a large book, the figure appears still and introspective. While the dramatic lighting and dark color palette are reminiscent of Rembrandt's late works, this painting, formerly attributed to the artist, has since been assigned to a follower or a later eighteenth-century imitator of Rembrandt's style for reasons associated with the broad, flat brushwork of the garment, the poor handling of shadow on the hands, and the uniform treatment of the hair.",,,,"An Elderly Man in Prayer. by Rembrandt van Rijn (Dutch, 1606–1669). oil on canvas. Netherlands. Painting. Toward the end of his life, Rembrandt explored religious themes from an intimate perspective, producing a number of works for a possible Apostle series. The personal religiosity of <em>An Elderly Man in Prayer</em>, formerly attributed to Rembrandt, bears resemblance to such late works. Seated with eyes nearly closed and hands clasped in prayer over a large book, the figure appears still and introspective. While the dramatic lighting and dark color palette are reminiscent of Rembrandt's late works, this painting, formerly attributed to the artist, has since been assigned to a follower or a later eighteenth-century imitator of Rembrandt's style for reasons associated with the broad, flat brushwork of the garment, the poor handling of shadow on the hands, and the uniform treatment of the hair.",647
130132,1952.512,Christ with Joseph of Arimathea,"Giovanni Girolamo Savoldo (Italian, c. 1480–after 1548)",c. 1525,oil on wood,European Painting and Sculpture,"Italy, 16th century",Painting,"After the Crucifixion, Joseph of Arimathea obtained permission to bury Christ’s body in Joseph’s own tomb. Aside from an amorphous, cloudy sky, Savoldo eliminated the background entirely and reduced the narrative to two monumental figures, brought to the front of the picture plane. These qualities surely had a great impact on Caravaggio, who initially trained in Northern Italy, where Savoldo spent his career. This work originally hung over a large altarpiece, which explains the unusual perspective, the panel’s horizontal shape, and the figures’ position above the viewer.",This panel originally crowned the largest painting Savoldo ever made for a public setting.,https://openaccess-cdn.clevelandart.org/1952.512/1952.512_web.jpg,https://clevelandart.org/art/1952.512,"After the Crucifixion, Joseph of Arimathea obtained permission to bury Christ’s body in Joseph’s own tomb. Aside from an amorphous, cloudy sky, Savoldo eliminated the background entirely and reduced the narrative to two monumental figures, brought to the front of the picture plane. These qualities surely had a great impact on Caravaggio, who initially trained in Northern Italy, where Savoldo spent his career. This work originally hung over a large altarpiece, which explains the unusual perspective, the panel’s horizontal shape, and the figures’ position above the viewer.",,,,"Christ with Joseph of Arimathea. by Giovanni Girolamo Savoldo (Italian, c. 1480–after 1548). oil on wood. Italy, 16th century. Painting. After the Crucifixion, Joseph of Arimathea obtained permission to bury Christ’s body in Joseph’s own tomb. Aside from an amorphous, cloudy sky, Savoldo eliminated the background entirely and reduced the narrative to two monumental figures, brought to the front of the picture plane. These qualities surely had a great impact on Caravaggio, who initially trained in Northern Italy, where Savoldo spent his career. This work originally hung over a large altarpiece, which explains the unusual perspective, the panel’s horizontal shape, and the figures’ position above the viewer.. This panel originally crowned the largest painting Savoldo ever made for a public setting.",648
153388,1986.73,"View of Bordeaux, from the Quai des Chartrons","Eugène Boudin (French, 1824–1898)",1874,oil on fabric,Modern European Painting and Sculpture,"France, 19th century",Painting,"In 1873, Boudin made his first visit to the important port city of Bordeaux as a guest of the resident art collector Arthur Bourges. Between 1874 and 1876, Boudin made paintings of the city's harbor and docks. This was an especially stimulating time in Boudin's career, as he was invited to exhibit in 1874 with the newly-founded Société anonyme des artistes, soon to be known as the Impressionists. As in many of his views, Boudin concentrated here on the quais or working docks where goods were loaded and unloaded and sailors left in small dinghies for the larger vessels on which they worked. The low horizon line relegates much of the canvas to pure sky, but the soaring vertical and diagonal forms of the masts complement this horizontal thrust and open space. Many contemporaries greatly admired Boudin's ability to paint skies. Here, one can see the way in which he brushed on a tan color, then went over it, probably while it was still wet, with a thin but opaque application of white, to create a fresh, airy quality. For the darker areas representing water, Boudin laid in an olive-green tone.","<em>Pentimenti</em>, the visible trace of earlier painting, appears among the diagonal rigging of the small ship at the left, indicating that the artist did not thoroughly work out his composition before beginning his picture and slightly changed the position of these lines while painting.",https://openaccess-cdn.clevelandart.org/1986.73/1986.73_web.jpg,https://clevelandart.org/art/1986.73,"In 1873, Boudin made his first visit to the important port city of Bordeaux as a guest of the resident art collector Arthur Bourges. Between 1874 and 1876, Boudin made paintings of the city's harbor and docks. This was an especially stimulating time in Boudin's career, as he was invited to exhibit in 1874 with the newly-founded Société anonyme des artistes, soon to be known as the Impressionists. As in many of his views, Boudin concentrated here on the quais or working docks where goods were loaded and unloaded and sailors left in small dinghies for the larger vessels on which they worked. The low horizon line relegates much of the canvas to pure sky, but the soaring vertical and diagonal forms of the masts complement this horizontal thrust and open space. Many contemporaries greatly admired Boudin's ability to paint skies. Here, one can see the way in which he brushed on a tan color, then went over it, probably while it was still wet, with a thin but opaque application of white, to create a fresh, airy quality. For the darker areas representing water, Boudin laid in an olive-green tone.",calm,landscape,19th century,"View of Bordeaux, from the Quai des Chartrons. by Eugène Boudin (French, 1824–1898). oil on fabric. France, 19th century. Painting. In 1873, Boudin made his first visit to the important port city of Bordeaux as a guest of the resident art collector Arthur Bourges. Between 1874 and 1876, Boudin made paintings of the city's harbor and docks. This was an especially stimulating time in Boudin's career, as he was invited to exhibit in 1874 with the newly-founded Société anonyme des artistes, soon to be known as the Impressionists. As in many of his views, Boudin concentrated here on the quais or working docks where goods were loaded and unloaded and sailors left in small dinghies for the larger vessels on which they worked. The low horizon line relegates much of the canvas to pure sky, but the soaring vertical and diagonal forms of the masts complement this horizontal thrust and open space. Many contemporaries greatly admired Boudin's ability to paint skies. Here, one can see the way in which he brushed on a tan color, then went over it, probably while it was still wet, with a thin but opaque application of white, to create a fresh, airy quality. For the darker areas representing water, Boudin laid in an olive-green tone.. <em>Pentimenti</em>, the visible trace of earlier painting, appears among the diagonal rigging of the small ship at the left, indicating that the artist did not thoroughly work out his composition before beginning his picture and slightly changed the position of these lines while painting.. mood: calm. subject: landscape. style: 19th century",649
132048,1954.603,Irises,"Watanabe Shikō (Japanese, 1683–1755)",1700s,"pair of six-panel folding screens, ink and color on gilded paper",Japanese Art,"Japan, Edo period (1615–1868)",Painting,"The subject of this painting comes from a 10th-century text. It tells of a young nobleman’s journey into the lonely countryside, far from the capital city of Heian-kyō (Kyoto). There he came upon a small stream, the banks of which were covered with blooming irises, on which the artist has chosen to focus our attention. While viewing the beautiful flowers the nobleman composed a poem:<br><br><em>I have a beloved wife, <br>Familiar as the skirt of a well-worn robe, <br>And so this distant journeying <br>Fills my heart with grief. </em>",,https://openaccess-cdn.clevelandart.org/1954.603/1954.603_web.jpg,https://clevelandart.org/art/1954.603,"The subject of this painting comes from a 10th-century text. It tells of a young nobleman’s journey into the lonely countryside, far from the capital city of Heian-kyō (Kyoto). There he came upon a small stream, the banks of which were covered with blooming irises, on which the artist has chosen to focus our attention. While viewing the beautiful flowers the nobleman composed a poem:<br><br><em>I have a beloved wife, <br>Familiar as the skirt of a well-worn robe, <br>And so this distant journeying <br>Fills my heart with grief. </em>",,,,"Irises. by Watanabe Shikō (Japanese, 1683–1755). pair of six-panel folding screens, ink and color on gilded paper. Japan, Edo period (1615–1868). Painting. The subject of this painting comes from a 10th-century text. It tells of a young nobleman’s journey into the lonely countryside, far from the capital city of Heian-kyō (Kyoto). There he came upon a small stream, the banks of which were covered with blooming irises, on which the artist has chosen to focus our attention. While viewing the beautiful flowers the nobleman composed a poem:<br><br><em>I have a beloved wife, <br>Familiar as the skirt of a well-worn robe, <br>And so this distant journeying <br>Fills my heart with grief. </em>",650
152851,1985.88,Thirty-Six Poetic Immortals of the Buddhist Clergy,Unknown,late 1300s–1400s,Fragment of a handscroll remounted as a hanging scroll; ink and slight color on paper,Japanese Art,"Japan, Muromachi period (1392–1573)",Painting,"Handscrolls depicting eminent poets and their poems is a classic Japanese painting genre. This fragment is the end of a scroll, the beginning of which survives in the Tokyo National Museum. It has a preface stating it is based on a selection of 36 monks paired with their <em>waka</em> (31-syllable poems) made by Eikai (1278–1347) from Kashūji temple in the year of his death. These two portraits are of Jōkei (1155–1212) and Myōe (1173–1232), to the right and left, respectively.",The monk Myōe kept a diary of his dreams that survives in fragments today.,https://openaccess-cdn.clevelandart.org/1985.88/1985.88_web.jpg,https://clevelandart.org/art/1985.88,"Handscrolls depicting eminent poets and their poems is a classic Japanese painting genre. This fragment is the end of a scroll, the beginning of which survives in the Tokyo National Museum. It has a preface stating it is based on a selection of 36 monks paired with their <em>waka</em> (31-syllable poems) made by Eikai (1278–1347) from Kashūji temple in the year of his death. These two portraits are of Jōkei (1155–1212) and Myōe (1173–1232), to the right and left, respectively.",,,,"Thirty-Six Poetic Immortals of the Buddhist Clergy. Fragment of a handscroll remounted as a hanging scroll; ink and slight color on paper. Japan, Muromachi period (1392–1573). Painting. Handscrolls depicting eminent poets and their poems is a classic Japanese painting genre. This fragment is the end of a scroll, the beginning of which survives in the Tokyo National Museum. It has a preface stating it is based on a selection of 36 monks paired with their <em>waka</em> (31-syllable poems) made by Eikai (1278–1347) from Kashūji temple in the year of his death. These two portraits are of Jōkei (1155–1212) and Myōe (1173–1232), to the right and left, respectively.. The monk Myōe kept a diary of his dreams that survives in fragments today.",651
155615,1990.6,Sketch of Ibaraki-dōji,"Shibata Zeshin (Japanese, 1807–1891)",c. 1840,"hanging scroll, ink on paper",Japanese Art,"Japan, Edo period (1615–1868)",Painting,"Even before the arrival of US ships demanding trade, Japan’s military government was experiencing economic challenges. This preparatory drawing is for a wooden plaque to be offered to a shrine, beseeching divine intervention in business affairs. Commissioned by a wholesalers’ union, it shows the demon Ibaraki-dōji reclaiming his arm from a warrior who, according to legend, had cut it off. The repossession of the arm is a metaphor for the union’s desire for the restoration of rights to sell sugar, which had been rescinded by the government as part of a misguided effort to stabilize the economy.","The demon Ibaraki, having disguised itself as the aunt of warrior Minamoto no Yorimitsu to gain access to its severed limb, is shown is in the midst of transforming back into demon form.",https://openaccess-cdn.clevelandart.org/1990.6/1990.6_web.jpg,https://clevelandart.org/art/1990.6,"Even before the arrival of US ships demanding trade, Japan’s military government was experiencing economic challenges. This preparatory drawing is for a wooden plaque to be offered to a shrine, beseeching divine intervention in business affairs. Commissioned by a wholesalers’ union, it shows the demon Ibaraki-dōji reclaiming his arm from a warrior who, according to legend, had cut it off. The repossession of the arm is a metaphor for the union’s desire for the restoration of rights to sell sugar, which had been rescinded by the government as part of a misguided effort to stabilize the economy.",,,,"Sketch of Ibaraki-dōji. by Shibata Zeshin (Japanese, 1807–1891). hanging scroll, ink on paper. Japan, Edo period (1615–1868). Painting. Even before the arrival of US ships demanding trade, Japan’s military government was experiencing economic challenges. This preparatory drawing is for a wooden plaque to be offered to a shrine, beseeching divine intervention in business affairs. Commissioned by a wholesalers’ union, it shows the demon Ibaraki-dōji reclaiming his arm from a warrior who, according to legend, had cut it off. The repossession of the arm is a metaphor for the union’s desire for the restoration of rights to sell sugar, which had been rescinded by the government as part of a misguided effort to stabilize the economy.. The demon Ibaraki, having disguised itself as the aunt of warrior Minamoto no Yorimitsu to gain access to its severed limb, is shown is in the midst of transforming back into demon form.",652
146167,1971.63,The Risen Christ Appearing to the Virgin,"Francesco Solimena (Italian, 1657–1747)",c. 1708,oil on canvas,European Painting and Sculpture,"Italy, 18th century",Painting,"The dramatic contrasts of light and dark reveal the long aftereffects of Caravaggio in Naples. Yet, the elegant forms, rich colors, and perfected body of Christ have far more affinities with the idealizing strand of Italian art in the 1600s and 1700s. Solimena sought to improve on nature, based on the study of antiquity, aiming to create a work of grandeur and nobility meant to inspire reverence and devotion appropriate to the holy subject.",,https://openaccess-cdn.clevelandart.org/1971.63/1971.63_web.jpg,https://clevelandart.org/art/1971.63,"The dramatic contrasts of light and dark reveal the long aftereffects of Caravaggio in Naples. Yet, the elegant forms, rich colors, and perfected body of Christ have far more affinities with the idealizing strand of Italian art in the 1600s and 1700s. Solimena sought to improve on nature, based on the study of antiquity, aiming to create a work of grandeur and nobility meant to inspire reverence and devotion appropriate to the holy subject.",,,,"The Risen Christ Appearing to the Virgin. by Francesco Solimena (Italian, 1657–1747). oil on canvas. Italy, 18th century. Painting. The dramatic contrasts of light and dark reveal the long aftereffects of Caravaggio in Naples. Yet, the elegant forms, rich colors, and perfected body of Christ have far more affinities with the idealizing strand of Italian art in the 1600s and 1700s. Solimena sought to improve on nature, based on the study of antiquity, aiming to create a work of grandeur and nobility meant to inspire reverence and devotion appropriate to the holy subject.",653
132308,1954.791,Leisure Enough to Spare,"Yao Tingmei (Chinese, active mid-1300s)",1360,"handscroll, ink on paper",Chinese Art,"China, Yuan dynasty (1271-1368)",Painting,"Seclusion and leisure—the ideals of the literati, or scholar-gentlemen—are expressed in this mature work by Yao Tingmei. The theme acquired special meaning at a time of the military uprisings near the end of the Yuan dynasty. Dedicated to an ascetic named Du, this work combines painting, calligraphy, and poetry; following the painting are more than 20 poems and essays written by notable scholars, one of whom was the calligrapher Yang Weizhen. It reveals not only the aesthetic taste of the literati but also the practice of contributing artistic and literary works to fulfill social obligations. Yao's painting demonstrates his individual style derived from various ancient masters (Guo Xi, Dong Yuan, and Juran). Yang Weizhen's calligraphy exhibits his bold, vigorous style and his intent to capture the spirit of antiquity in art.",,https://openaccess-cdn.clevelandart.org/1954.791/1954.791_web.jpg,https://clevelandart.org/art/1954.791,"Seclusion and leisure—the ideals of the literati, or scholar-gentlemen—are expressed in this mature work by Yao Tingmei. The theme acquired special meaning at a time of the military uprisings near the end of the Yuan dynasty. Dedicated to an ascetic named Du, this work combines painting, calligraphy, and poetry; following the painting are more than 20 poems and essays written by notable scholars, one of whom was the calligrapher Yang Weizhen. It reveals not only the aesthetic taste of the literati but also the practice of contributing artistic and literary works to fulfill social obligations. Yao's painting demonstrates his individual style derived from various ancient masters (Guo Xi, Dong Yuan, and Juran). Yang Weizhen's calligraphy exhibits his bold, vigorous style and his intent to capture the spirit of antiquity in art.",,,,"Leisure Enough to Spare. by Yao Tingmei (Chinese, active mid-1300s). handscroll, ink on paper. China, Yuan dynasty (1271-1368). Painting. Seclusion and leisure—the ideals of the literati, or scholar-gentlemen—are expressed in this mature work by Yao Tingmei. The theme acquired special meaning at a time of the military uprisings near the end of the Yuan dynasty. Dedicated to an ascetic named Du, this work combines painting, calligraphy, and poetry; following the painting are more than 20 poems and essays written by notable scholars, one of whom was the calligrapher Yang Weizhen. It reveals not only the aesthetic taste of the literati but also the practice of contributing artistic and literary works to fulfill social obligations. Yao's painting demonstrates his individual style derived from various ancient masters (Guo Xi, Dong Yuan, and Juran). Yang Weizhen's calligraphy exhibits his bold, vigorous style and his intent to capture the spirit of antiquity in art.",654
131336,1954.127,Ivy Lane,"Fukae Roshū (Japanese, 1699–1757)",1700s,six-panel folding screen; ink and color on gilded paper,Japanese Art,"Japan, Edo period (1615–1868)",Painting,"In an episode from the tenth-century literary classic <em>The Tales of Ise</em>, a courtier happens upon a Buddhist priest on an ivy-covered pass on Mount Utsu, a Japanese homonym for “Melancholy Mountain.” He entrusts the priest with a letter to a former lover in the capital whom he laments he can no longer see, even in dreams. <em>The Tales of Ise</em> features poems set within a basic narrative of the journeys of a courtier in exile.",,https://openaccess-cdn.clevelandart.org/1954.127/1954.127_web.jpg,https://clevelandart.org/art/1954.127,"In an episode from the tenth-century literary classic <em>The Tales of Ise</em>, a courtier happens upon a Buddhist priest on an ivy-covered pass on Mount Utsu, a Japanese homonym for “Melancholy Mountain.” He entrusts the priest with a letter to a former lover in the capital whom he laments he can no longer see, even in dreams. <em>The Tales of Ise</em> features poems set within a basic narrative of the journeys of a courtier in exile.",,,,"Ivy Lane. by Fukae Roshū (Japanese, 1699–1757). six-panel folding screen; ink and color on gilded paper. Japan, Edo period (1615–1868). Painting. In an episode from the tenth-century literary classic <em>The Tales of Ise</em>, a courtier happens upon a Buddhist priest on an ivy-covered pass on Mount Utsu, a Japanese homonym for “Melancholy Mountain.” He entrusts the priest with a letter to a former lover in the capital whom he laments he can no longer see, even in dreams. <em>The Tales of Ise</em> features poems set within a basic narrative of the journeys of a courtier in exile.",655
124086,1944.88,"Portrait of Maria Kitscher, Frau von Freyberg","Hans Mielich (German, 1516–1573)",1545,oil on wood,European Painting and Sculpture,Germany,Painting,"Maria von Freyberg was in the court of Albert V, Duke of Bavaria. However, as Lutherans, the family eventually fell from favor as Catholic political interests consolidated power in Bavaria. Mielich’s work for the Munich court included illustrating an inventory of the duchess’s jewelry, seen in the meticulous attention here to the sitter’s brooches, necklaces, and rings. The diamond and ruby ring on her left index finger would have slid apart to reveal a private message or image underneath the gems.",,https://openaccess-cdn.clevelandart.org/1944.88/1944.88_web.jpg,https://clevelandart.org/art/1944.88,"Maria von Freyberg was in the court of Albert V, Duke of Bavaria. However, as Lutherans, the family eventually fell from favor as Catholic political interests consolidated power in Bavaria. Mielich’s work for the Munich court included illustrating an inventory of the duchess’s jewelry, seen in the meticulous attention here to the sitter’s brooches, necklaces, and rings. The diamond and ruby ring on her left index finger would have slid apart to reveal a private message or image underneath the gems.",,,,"Portrait of Maria Kitscher, Frau von Freyberg. by Hans Mielich (German, 1516–1573). oil on wood. Germany. Painting. Maria von Freyberg was in the court of Albert V, Duke of Bavaria. However, as Lutherans, the family eventually fell from favor as Catholic political interests consolidated power in Bavaria. Mielich’s work for the Munich court included illustrating an inventory of the duchess’s jewelry, seen in the meticulous attention here to the sitter’s brooches, necklaces, and rings. The diamond and ruby ring on her left index finger would have slid apart to reveal a private message or image underneath the gems.",656
